,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Time_on_Redfin(days),Property Type,Year_built,Community,Lot_Size_Sqft,Est_Monthly_Payt,Est_Redfin_Price,Price/Sq.Ft.,Buyer_Agent_Commission,HOA_Dues,Style
1179,"100 Thorndale Dr #446,San Rafael, CA 94903",250000,1,1,770,San Rafael,94903,699,Condo,1985,San Rafael,749,6016,246105,325,2,4200,Unknown
1180,"214 Olympic Way,San Rafael, CA 94903",349000,2,2,1392,San Rafael,94903,83,Mobile/Manufactured Home,1974,Contempo Marin,29160,2535,336689,251,2,0,Unknown
1181,"102 Via Los Altos,Tiburon, CA 94920",7477000,5,4.5,5670,Mill Valley,94920,1,Single Family Residential,1999,Tiburon,11325,54405,7484390,1319,2,96,Other
1182,"332 Panoramic Hwy,Mill Valley, CA 94941",3295000,4,2.5,4190,Mill Valley,94941,1,Single Family Residential,1990,Mill Valley,23958,23933,3321526,786,2,0,"Arts & Crafts, Cape Cod, Contemporary, Craftsman, Traditional"
1183,"40 W Marguerite Ave,Mill Valley, CA 94941",1390000,3,2,1384,Mill Valley,94941,1,Single Family Residential,1955,Mill Valley,9178,10096,1404620,1004,2,0,Craftsman
1184,"348 Laurel Way,Mill Valley, CA 94941",1699000,3,2,2400,Mill Valley,94941,2,Single Family Residential,1958,Mill Valley,15681,12341,1695966,708,2,0,Mid-Century
1185,"58 Madrone Park Cir,Mill Valley, CA 94941",1499000,3,3,2113,Mill Valley,94941,2,Single Family Residential,1927,HOMESTEAD,9300,10888,1499722,709,2,0,Farm House
1186,"50 Birch St,Mill Valley, CA 94941",1650000,3,2.5,2132,Mill Valley,94941,4,Single Family Residential,1949,Mill Valley,16117,11985,1659322,774,2,0,Ranch
1187,"43 Oxford Ave,Mill Valley, CA 94941",4499000,5,4.5,2672,Mill Valley,94941,4,Single Family Residential,Unknown,Mill Valley,6600,32678,4500827,1684,2,0,"Contemporary, Modern/High Tech"
1188,"50 Oxford Ave,Mill Valley, CA 94941",1395000,2,1,1210,Mill Valley,94941,5,Single Family Residential,1944,Mill Valley,5828,10132,1434070,1153,2,0,Unknown
1189,"30 Harbor Cove Way,Mill Valley, CA 94941",1895000,2,2,1301,Mill Valley,94941,5,Single Family Residential,1954,Mill Valley,10707,13764,2087847,1457,2,0,Contemporary
1190,"355 Tamalpais Ave,Mill Valley, CA 94941",2995000,4,3.5,2880,Mill Valley,94941,5,Single Family Residential,1966,Mill Valley,26571,21754,3015292,1040,2,0,Contemporary
1191,"306 Marin Ave,Mill Valley, CA 94941",989000,3,1,1006,Mill Valley,94941,8,Single Family Residential,1952,Mill Valley,6599,7184,1025962,983,2,0,Unknown
1192,"94 Longfellow Rd,Mill Valley, CA 94941",1750000,3,3,2223,Mill Valley,94941,8,Single Family Residential,1957,Mill Valley,7601,12711,1794809,787,2,0,Ranch
1193,"169 Bolsa Ave,Mill Valley, CA 94941",3750000,4,3.5,3469,Mill Valley,94941,12,Single Family Residential,1987,Mill Valley,6250,27238,3775830,1081,2,0,Unknown
1194,"478 Live Oak Dr,Mill Valley, CA 94941",3088000,4,2.5,3298,Mill Valley,94941,12,Single Family Residential,1984,Mill Valley,65775,22430,3088612,936,2,0,Contemporary
1195,"388 Hillside Ave,Mill Valley, CA 94941",3495000,5,5,3555,Mill Valley,94941,18,Single Family Residential,1942,Mill Valley,23958,25386,3483814,983,2,0,Unknown
1196,"987 W Californnia Ave,Mill Valley, CA 94941",3695000,4,3.5,3976,Mill Valley,94941,19,Single Family Residential,1990,Mill Valley,11761,26838,3702727,929,2,0,Contemporary
1197,"150 Chapel Dr,Mill Valley, CA 94941",3800000,4,3.5,4341,Mill Valley,94941,20,Single Family Residential,1996,Mill Valley,26571,27601,3781161,875,2,0,Craftsman
1198,"220 Del Casa Dr,Mill Valley, CA 94941",3875000,6,5.5,4158,Mill Valley,94941,21,Single Family Residential,1933,Mill Valley,21344,28146,3862199,932,2,0,Unknown
1199,"197 Corte Madera Ave,Mill Valley, CA 94941",11200000,6,5.5,5100,Mill Valley,94941,21,Single Family Residential,2023,Mill Valley,33541,81351,1469274,2196,2,0,Contemporary
1200,"6030 Shelter Bay Ave,Mill Valley, CA 94941",1995000,3,2.5,2071,Mill Valley,94941,22,Condo,1986,Mill Valley,348,15613,1985130,963,2,1122,Unknown
1201,"49 Castle Rock Dr,Mill Valley, CA 94941",1295000,3,3.5,2391,Mill Valley,94941,24,Single Family Residential,1963,Mill Valley,9618,9435,1469274,542,2,29,Contemporary
1202,"608 Seminary Dr,Mill Valley, CA 94941",11500000,5,5,6275,Mill Valley,94941,29,Single Family Residential,1997,Mill Valley,27007,83530,11145782,1833,2,0,"Spanish, Mediterranean"
1203,"440 Edgewood Ave,Mill Valley, CA 94941",3498000,5,3.5,4165,Mill Valley,94941,29,Single Family Residential,1955,Mill Valley,8799,25408,3420284,840,2,0,Craftsman
1204,"179 Roque Moraes Dr,Mill Valley, CA 94941",1999999,5,3,2568,Mill Valley,94941,30,Single Family Residential,1962,Mill Valley,8198,14527,1954735,779,2,0,Unknown
1205,"50 Washington Park Ave,Mill Valley, CA 94941",2490000,6,3.5,3776,Mill Valley,94941,31,Single Family Residential,2002,Mill Valley,11325,18086,2485806,659,2,0,Unknown
1206,"16 Milland Ct,Mill Valley, CA 94941",1995000,3,2.5,2156,Mill Valley,94941,32,Single Family Residential,1977,Mill Valley,11325,14651,1968743,925,2,160,Contemporary
1207,"8 Ralston Ave,Mill Valley, CA 94941",6995000,5,5,3840,Mill Valley,94941,33,Single Family Residential,1940,Mill Valley,22651,50808,6790347,1822,2,0,Craftsman
1208,"136 Great Circle Dr,Mill Valley, CA 94941",4495000,4,3.5,3590,Mill Valley,94941,33,Single Family Residential,1978,Strawberry,23522,32649,1469274,1252,2,0,Contemporary
1209,"518 Pixie Trl,Mill Valley, CA 94941",1200000,3,2,1536,Mill Valley,94941,35,Single Family Residential,1961,Mill Valley,7083,8716,1207933,781,2,0,"Contemporary, Mid-Century, Ranch"
1210,"567 Seaver Dr,Mill Valley, CA 94941",565000,1,1,696,Mill Valley,94941,38,Condo,1979,Mill Valley,802,4699,559621,812,2,595,Unknown
1211,"15 Stetson Ave,Mill Valley, CA 94941",5895000,5,3.5,4853,Mill Valley,94941,39,Single Family Residential,1949,Mill Valley,14810,42818,5766952,1215,2,0,Contemporary
1212,"4226 Shelter Bay Ave,Mill Valley, CA 94941",865000,2,2,1054,Mill Valley,94941,39,Condo,1965,Mill Valley,2801,7330,857334,821,2,1047,Mid-Century
1213,"1227 Shelter Bay Ave,Mill Valley, CA 94941",875000,2,2,1054,Mill Valley,94941,42,Condo,1965,Mill Valley,2801,7403,862930,830,2,1047,Unknown
1214,"5226 Shelter Bay Ave,Mill Valley, CA 94941",850000,2,2,1054,Mill Valley,94941,44,Condo,1965,Mill Valley,862,7221,1469274,806,2,1047,Unknown
1215,"24 Madera Way,Mill Valley, CA 94941",1795000,5,2,2555,Mill Valley,94941,44,Single Family Residential,1964,Mill Valley,27878,13038,1820005,703,2,0,Unknown
1216,"344 Pine Hill Rd,Mill Valley, CA 94941",1798000,5,3,2282,Mill Valley,94941,44,Single Family Residential,1963,Mill Valley,7501,13060,1753322,788,2,0,Unknown
1217,"99 Hillside Ave,Mill Valley, CA 94941",3995000,4,3.5,3292,Mill Valley,94941,44,Single Family Residential,1930,Mill Valley,3999,29017,3899171,1214,2,0,Unknown
1218,"166 Great Circle Dr,Mill Valley, CA 94941",2795000,6,4.5,4800,Mill Valley,94941,65,Single Family Residential,1983,Mill Valley,16117,20301,2763278,582,2,0,Contemporary
1219,"35 Valley Rd,MILL VALLEY, CA 94941",1599000,4,4,2476,Mill Valley,94941,72,Fourplex,1957,MILL VALLEY,13939,11614,1546920,646,2,0,Unknown
1220,"820 Lovell Ave,Mill Valley, CA 94941",1375000,3,1.5,1585,Mill Valley,94941,86,Single Family Residential,1900,Mill Valley,43124,9987,1311946,868,2,0,Unknown
1221,"91 Evelyn Ave,Mill Valley, CA 94941",4295000,4,3.5,3205,Mill Valley,94941,88,Single Family Residential,2023,Mill Valley,16117,31196,1469274,1340,2,0,"Contemporary, Modern/High Tech"
1222,"162 Almonte Blvd,Mill Valley, CA 94941",2000000,4,4,2280,Mill Valley,94941,89,Multi-Family (2-4 Unit),1956,Mill Valley,9121,14527,1907620,877,2,0,Unknown
1223,"75 Ashford Ave,Mill Valley, CA 94941",1025000,2,2.5,1400,Mill Valley,94941,92,Condo,1986,Mill Valley,802,8092,1469274,732,2,647,Other
1224,"25 - 27 Knoll Ln,Mill Valley, CA 94941",3500000,8,6,4115,Mill Valley,94941,112,Multi-Family (2-4 Unit),2023,Mill Valley,7383,25422,1469274,851,2,0,Contemporary
1225,"312 Summit Dr,Corte Madera, CA 94925",2899000,3,3,2900,Mill Valley,94925,139,Single Family Residential,1930,Corte Madera,26136,21057,2790997,1000,2,0,Other
1226,"5 Tartan Rd,Mill Valley, CA 94941",5600000,4,3.5,3579,Mill Valley,94941,145,Single Family Residential,2022,Mill Valley,15245,40675,5375286,1565,2,0,Unknown
1227,"351 Lovell Ave,Mill Valley, CA 94941",6250000,6,6.5,5093,Mill Valley,94941,166,Single Family Residential,2016,Mill Valley,13503,45396,6102905,1227,2,0,Unknown
1228,"516 Throckmorton Ave,Mill Valley, CA 94941",4250000,5,3.5,3509,Mill Valley,94941,175,Single Family Residential,1913,Mill Valley,26136,30870,4142874,1211,2,0,Unknown
1229,"11 Commodore Marina,MILL VALLEY, CA 94941",2500000,4,4,2261,Mill Valley,94941,308,Fourplex,1966,MILL VALLEY,2261,18159,2276479,1106,2,0,"Contemporary, Custom, Marina, Modern/High Tech"
1230,"630 W Blithedale Ave,Mill Valley, CA 94941",8500000,6,6.5,6210,Mill Valley,94941,554,Single Family Residential,1952,Mill Valley,552776,61739,7948011,1369,2,0,"Contemporary, Vintage"
1231,"341 Miller Ave,Mill Valley, CA 94941",1350000,2,2,1211,Mill Valley,94941,2,Multi-Family (2-4 Unit),Unknown,Mill Valley,4051,9806,1346276,1115,2,0,Unknown
1232,"227 San Carlos Ave,Sausalito, CA 94965",2400000,2,2.5,1870,Sausalito,94965,5,Townhouse,1988,Sausalito,3206,17432,2396319,1283,2,0,Colonial
1233,"190 Harrison Ave,Sausalito, CA 94965",17750000,5,4.5,7400,Sausalito,94965,5,Single Family Residential,Unknown,Sausalito,16552,128926,1469274,2399,2,0,Unknown
1234,"40 Rodeo Ave,Sausalito, CA 94965",1495000,2,2,1157,Sausalito,94965,5,Single Family Residential,1953,Sausalito,5005,10859,1737558,1292,2,0,Mid-Century
1235,"69 Monte Mar Dr,Sausalito, CA 94965",5998000,4,3.5,3539,Sausalito,94965,7,Single Family Residential,1946,Sausalito,23086,43566,5992362,1695,2,0,Mid-Century
1236,"75 Crescent Ave,Sausalito, CA 94965",1695000,2,2,1024,Sausalito,94965,9,Single Family Residential,1961,Sausalito,5475,12312,1745295,1655,2,0,A-Frame
1237,"1 Harrison Ave,Sausalito, CA 94965",1499000,2,1,1280,Sausalito,94965,9,Single Family Residential,1965,Sausalito,5227,10888,1695947,1171,2,0,Mid-Century
1238,"22 Flemings Ct,Sausalito, CA 94965",899000,3,2,1631,Sausalito,94965,23,Townhouse,1997,Sausalito,4569,6906,903059,551,2,376,Unknown
1239,"6 Willow Ln,Sausalito, CA 94965",1295000,3,2.5,1718,Sausalito,94965,25,Condo,1979,Sausalito,1054,10181,1469274,754,2,775,Unknown
1240,"35 S 40 Dock,Sausalito, CA 94965",1295000,2,1,1014,Sausalito,94965,26,Mobile/Manufactured Home,2009,Waldo Point Harbor,584,9406,1289899,1277,2,0,Unknown
1241,"6 Bulkley Ave,Sausalito, CA 94965",16850000,7,11,10783,Sausalito,94965,26,Single Family Residential,1996,Sausalito,33105,122389,16145318,1563,2,0,"Contemporary, Mediterranean"
1242,"161 Harrison Ave,Sausalito, CA 94965",6850000,4,5,3693,Sausalito,94965,33,Single Family Residential,1894,Sausalito,14810,49755,1469274,1855,2,0,Unknown
1243,"529 Nevada St,Sausalito, CA 94965",1175000,2,1.5,1240,Sausalito,94965,33,Townhouse,1974,Sausalito,3611,8675,1167575,948,2,140,Chalet
1244,"21 E Pier,Sausalito, CA 94965",905000,2,1.5,714,Sausalito,94965,35,Mobile/Manufactured Home,1994,Kappas Marina,584,6573,899966,1268,2,0,Unknown
1245,"225 Locust St,Sausalito, CA 94965",70000,1,1,1200,Sausalito,94965,41,Single Family,1973,Sausalito,29160,508,127614,58,2,0,Unknown
1246,"509 Easterby St Unit 509A,Sausalito, CA 94965",2595000,4,3.5,2990,Sausalito,94965,43,Multi-Family (2-4 Unit),1989,Sausalito,6600,18849,2522222,868,2,0,"Contemporary, Cottage, Vintage"
1247,"24 Gate 6 1/2 Rd,Sausalito, CA 94965",1887000,3,2.5,1728,Sausalito,94965,44,Mobile/Manufactured Home,1959,Kappas Marina,584,13706,1781224,1092,2,0,Unknown
1248,"507 Easterby St,SAUSALITO, CA 94965",1898000,5,4,2516,Sausalito,94965,75,Fourplex,1913,SAUSALITO,5000,13786,1469274,754,2,0,Unknown
1249,"56 Anchorage Rd,Sausalito, CA 94965",815000,2,2,976,Sausalito,94965,92,Condo,1969,Sausalito,1960,6556,1469274,835,2,636,Unknown
1250,"59 Issaquah Dock,Sausalito, CA 94965",2450000,4,3.5,2747,Sausalito,94965,114,Mobile/Manufactured Home,1965,Waldo Point Harbor,584,17795,2428005,892,2,0,Unknown
1251,"561 Bridgeway Way,Sausalito, CA 94965",5575000,2,4,5492,Sausalito,94965,131,Multi-Family (5+ Unit),1897,Sausalito,29160,40494,1469274,1015,2,0,Unknown
1252,"10 Commodore Marina,Sausalito, CA 94965",1645000,3,2,1916,Sausalito,94965,155,Mobile/Manufactured Home,1970,Commodore Marina,584,11948,1469274,859,2,0,Unknown
1253,"4 Main Dock,Sausalito, CA 94965",650000,1,1,568,Sausalito,94965,155,Mobile/Manufactured Home,1975,Waldo Point,584,4721,677701,1144,2,0,Unknown
1254,"14 Gate 6 1/2 Rd,Sausalito, CA 94965",995000,3,2,1452,Sausalito,94965,155,Mobile/Manufactured Home,1987,Kappas,584,7227,1469274,685,2,0,Unknown
1255,"27 Gate 6 1/2 Rd,Sausalito, CA 94965",1398000,3,2.5,1200,Sausalito,94965,203,Mobile/Manufactured Home,2021,Kappas Marina,584,10154,1362603,1165,2,0,Unknown
1256,"77 Crescent Ave,Sausalito, CA 94965",3850000,4,3.5,2602,Sausalito,94965,245,Single Family Residential,Unknown,Sausalito,3951,28064,1469274,1480,2,100,Modern/High Tech
1257,"48 Bulkley Ave,Sausalito, CA 94965",3599000,4,4,2818,Sausalito,94965,323,Multi-Family (2-4 Unit),1895,Sausalito,3350,26141,3413836,1277,2,0,Unknown
1258,"31 Park Cir,Sausalito, CA 94965",1389900,4,2.5,2053,Sausalito,94965,429,Single Family Residential,1965,Sausalito,9500,10095,1357886,677,2,0,Other
1259,"6 Fairview Ave,Vallejo, CA 94590",639900,4,2,2694,Vallejo,94590,0,Single Family Residential,1941,Vallejo,5663,4648,646080,238,2,0,Unknown
1260,"213 Wellfleet Dr,VALLEJO, CA 94591",847140,5,3,2846,Vallejo,94591,0,Single Family Home,1989,VALLEJO,12196,6153,843702,298,2,0,Unknown
1261,"237 Dwight Way,Vallejo, CA 94589",520000,3,2,1394,Vallejo,94589,0,Single Family Residential,1963,Vallejo,29160,3777,520493,373,2,0,Traditional
1262,"4048 Nottingham Ct,Vallejo, CA 94591",839000,4,3.5,2652,Vallejo,94591,1,Single Family Residential,2002,HIDDEN BROOKE,4576,6209,842365,316,2,115,Normandy
1263,"1430 Beach St,Vallejo, CA 94590",526000,3,2,931,Vallejo,94590,1,Single Family Residential,1936,Vallejo,29160,3821,1469274,565,2,0,Mediterranean
1264,"108 Raines Ct,Vallejo, CA 94591",539900,3,2,1516,Vallejo,94591,1,Single Family Residential,1957,Not Listed,6534,3922,539975,356,2,0,Ranch
1265,"922 Valle Vista Ave,Vallejo, CA 94590",529000,3,2,1504,Vallejo,94590,1,Single Family Residential,1940,Vallejo,6534,3842,530863,352,2,0,"Art Deco, Contemporary, Craftsman, Other"
1266,"3637 Fernwood St,Vallejo, CA 94591",599999,5,2,2319,Vallejo,94591,2,Single Family Residential,1955,Vallejo,7405,4358,599656,259,2,0,Unknown
1267,"320 Capitol St,Vallejo, CA 94590",550000,4,0,1814,Vallejo,94590,2,Multi-Family (2-4 Unit),1910,Vallejo,2990,3995,549616,303,2,0,Unknown
1268,"2012 Marin St,Vallejo, CA 94590",488000,4,2,1222,Vallejo,94590,2,Single Family Residential,1940,Vallejo,3999,3545,492704,399,2,0,Unknown
1269,"2722 Washburn Ct,Vallejo, CA 94591",925000,4,3,2830,Vallejo,94591,2,Single Family Residential,2001,Vallejo,13068,6727,1469274,327,2,8,Contemporary
1270,"232 Exposition Dr,Vallejo, CA 94589",469000,3,2.5,1358,Vallejo,94589,2,Single Family Residential,1990,Vallejo,5166,3407,468499,345,2,0,Unknown
1271,"156 Viewmont Ave,Vallejo, CA 94590",539900,3,2,1533,Vallejo,94590,2,Single Family Residential,1938,Vallejo,6098,3922,543947,352,2,0,Traditional
1272,"121 San Gorgonio Ave,Vallejo, CA 94589",449000,3,1,1332,Vallejo,94589,3,Single Family Residential,1954,Vallejo,5663,3261,449284,337,2,0,Ranch
1273,"5123 Carisbrooke Ln,Vallejo, CA 94591",748888,4,3,2580,Vallejo,94591,3,Single Family Residential,2004,Vallejo,6382,5448,1469274,290,2,8,Unknown
1274,"5078 Georgia St,Vallejo, CA 94591",869000,4,3,2120,Vallejo,94591,4,Single Family Residential,1986,Vallejo,9331,6312,866736,410,2,0,Traditional
1275,"511 Daniels Ave,Vallejo, CA 94590",439000,4,2.5,1702,Vallejo,94590,4,Townhouse,2003,Vallejo,1564,3598,440794,258,2,409,Unknown
1276,"107 Arrowhead Dr,Vallejo, CA 94589",450000,3,2,1316,Vallejo,94589,4,Single Family Residential,1981,Vallejo,7405,3269,454815,342,2,0,Unknown
1277,"1455 N Camino Alto #332,Vallejo, CA 94589",220000,1,1,706,Vallejo,94589,4,Condo,1973,Vallejo,436,1954,220200,312,2,356,Unknown
1278,"381 Pueblo Way,Vallejo, CA 94591",549000,3,2,1355,Vallejo,94591,4,Single Family Residential,1953,Vallejo,10019,3988,550917,405,2,0,Unknown
1279,"117 Farallon Dr,Vallejo, CA 94590",785000,3,2,1670,Vallejo,94590,4,Single Family Residential,1961,Vallejo,8712,5702,786292,470,2,0,Unknown
1280,"1568 Vervais Ave,Vallejo, CA 94591",550000,3,2.5,1918,Vallejo,94591,5,Single Family Residential,1975,Vallejo,13503,3995,561020,287,2,0,Unknown
1281,"647 Archer Ct,Vallejo, CA 94591",650000,3,2.5,2185,Vallejo,94591,5,Single Family Residential,1991,Vallejo,29160,4721,664142,297,2,0,Traditional
1282,"189 Woodvale Ct,Vallejo, CA 94591",694000,4,3,2296,Vallejo,94591,5,Single Family Residential,1985,Vallejo,7841,5041,694704,302,2,0,Unknown
1283,"1800 Magazine St,Vallejo, CA 94591",599999,3,2,1519,Vallejo,94591,5,Single Family Residential,1948,Vallejo,10018,4358,600291,395,2,0,Ranch
1284,"26 Baldwin St,Vallejo, CA 94590",309000,3,1,988,Vallejo,94590,6,Condo,1978,Not Listed,435,2554,309866,313,2,310,Contemporary
1285,"160 Muirwood Pl,Vallejo, CA 94591",568000,3,1,1132,Vallejo,94591,7,Single Family Residential,1954,Vallejo,4792,4126,1469274,502,2,0,Contemporary
1286,"165 Oddstad Dr #70,Vallejo, CA 94589",325000,2,1.5,1100,Vallejo,94589,8,Townhouse,1985,Vallejo,435,2696,334722,295,2,335,Unknown
1287,"1271 Eucalyptus Dr,Vallejo, CA 94591",799000,5,2.5,2491,Vallejo,94591,8,Single Family Residential,2010,Not Listed,2906,5926,798283,321,2,123,Contemporary
1288,"100 Bear Cove Ct,Vallejo, CA 94591",688000,3,2.5,1746,Vallejo,94591,8,Single Family Residential,1985,Not Listed,10158,4997,699511,394,2,0,Contemporary
1289,"1201 Glen Cove Pkwy #1515,Vallejo, CA 94591",340000,1,1,665,Vallejo,94591,8,Condo,1992,Vallejo,633,2990,1469274,511,2,520,Contemporary
1290,"132 Marquette Ave,Vallejo, CA 94589",539900,3,2,1104,Vallejo,94589,9,Single Family Residential,1966,Not Listed,6098,3922,543593,489,2,0,Traditional
1291,"971 Madrone Ave,Vallejo, CA 94592",788000,4,2.5,2746,Vallejo,94592,9,Single Family Residential,2005,Vallejo,3999,5724,1469274,287,2,0,Unknown
1292,"155 Pajaro Way,Vallejo, CA 94591",625000,4,2,1845,Vallejo,94591,9,Single Family Residential,1974,Skyview,8594,4540,629186,339,2,0,Spanish
1293,"7 Sandy Beach Rd,Vallejo, CA 94590",799000,2,1.5,1130,Vallejo,94590,10,Single Family Residential,1975,Vallejo,4356,5803,798879,707,2,0,Cottage
1294,"1201 Glen Cove Pkwy #208,Vallejo, CA 94591",385000,2,2,1014,Vallejo,94591,10,Condo,1992,Vallejo,945,3316,389491,380,2,520,Contemporary
1295,"111 Wedgewood Ct,Vallejo, CA 94591",439950,3,1,1008,Vallejo,94591,10,Single Family Residential,1955,Vallejo,7405,3196,441365,436,2,0,Unknown
1296,"318 Central Ave,Vallejo, CA 94590",650000,5,2,2119,Vallejo,94590,10,Single Family Residential,1934,Vallejo,5907,4721,648256,307,2,0,Tudor
1297,"264 Haviture Way,Vallejo, CA 94589",599900,3,2.5,1690,Vallejo,94589,11,Single Family Residential,1990,Vallejo,5706,4357,604367,355,2,0,Contemporary
1298,"101 Nalisty Dr,Vallejo, CA 94590",530000,3,2.5,1387,Vallejo,94590,11,Single Family Residential,1986,Bridgeport,4430,3897,538982,382,2,47,Unknown
1299,"136 Devonshire Ct,Vallejo, CA 94591",775000,4,3,2362,Vallejo,94591,11,Single Family Residential,1988,Somerset Hills,5432,5629,775317,328,2,0,Contemporary
1300,"1139 Symphony Way,Vallejo, CA 94591",511000,2,2,1167,Vallejo,94591,12,Condo,2007,Vallejo,1076,4312,510204,438,2,600,Unknown
1301,"127 Hodges St,Vallejo, CA 94589",350000,3,1,1064,Vallejo,94589,12,Single Family Residential,1956,Vallejo,6098,2542,351225,329,2,0,Unknown
1302,"247 Clearpointe Dr,Vallejo, CA 94591",627000,4,2.5,1935,Vallejo,94591,13,Single Family Residential,1994,CLEARPOINTE,3500,4742,627480,324,3,188,Traditional
1303,"424 Tregaskis Ave,Vallejo, CA 94591",523000,4,2,1794,Vallejo,94591,13,Single Family Residential,1962,Not Listed,4791,3799,527395,292,2,0,Traditional
1304,"118 Stonewalk Ct,Vallejo, CA 94589",519000,3,2,1324,Vallejo,94589,15,Single Family Residential,1985,ADOBE RIDGE,6534,3770,537519,392,2,0,Contemporary
1305,"5054 Staghorn Dr,Vallejo, CA 94591",725000,3,2.5,2124,Vallejo,94591,15,Single Family Residential,2002,Vallejo,3870,5266,1469274,341,2,0,Mediterranean
1306,"18 Condor Ct,American Canyon, CA 94503",830000,5,3,3074,Vallejo,94503,15,Single Family Residential,2001,Not Listed,12632,6029,832060,270,2,0,Contemporary
1307,"305 Rodgers St,Vallejo, CA 94590",305000,2,1,884,Vallejo,94590,15,Condo,1978,Vallejo,397,2537,314945,345,3,322,Traditional
1308,"142 University Ave,Vallejo, CA 94591",550000,3,1,1200,Vallejo,94591,16,Single Family Residential,1954,Tennessee Manor,5663,3995,550377,458,2,0,Traditional
